,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
144,Mt. Olympus (Reprise),Big K.R.I.T.,251640,7,1,4,0.163,0.696,0.862,0.0,0.334,-4.94,0.361,0.548,149.128,40,spotify:track:7du1SsWyZn0mAiUlOAI7F0
145,Lac Lac,Big K.R.I.T.,332573,6,0,4,0.16,0.803,0.652,0.0,0.0888,-7.75,0.153,0.53,135.008,40,spotify:track:4XRhTVExI4QKkkZHojtzzb
146,Country Sh*t,Big K.R.I.T.,195533,0,1,4,0.000208,0.763,0.58,0.0,0.0974,-4.874,0.0349,0.186,128.039,35,spotify:track:79xRW4JSTWhfsb4Z4WI9Md
147,Live From The Underground,Big K.R.I.T.,220333,4,0,4,0.195,0.756,0.747,0.0,0.359,-9.578,0.353,0.216,91.012,26,spotify:track:0RFD2RGJWvSOtow1R2Wmyz
148,Cool 2 Be Southern,Big K.R.I.T.,202320,1,1,4,9.67e-05,0.583,0.774,0.0222,0.387,-7.187,0.161,0.0942,96.917,34,spotify:track:5vpKp1OqRblGUxRMGvIcEE
149,Money On The Floor,Big K.R.I.T.,247160,1,0,4,0.107,0.757,0.853,0.0,0.104,-5.411,0.317,0.439,139.999,42,spotify:track:29OaX99VkV4vLX2ab5sKrJ
150,Praying Man,Big K.R.I.T.,261333,8,1,4,0.0224,0.336,0.49,0.000339,0.329,-11.359,0.264,0.141,74.325,23,spotify:track:1YofLbBtBYuBzPDxIKNkRy
151,Time Machine,Big K.R.I.T.,281480,1,0,4,0.00151,0.845,0.722,0.0,0.127,-4.173,0.131,0.719,138.111,34,spotify:track:2jMPabdkZFBmHxSsD66n0b
152,Blessings,Big Sean,252040,1,1,4,0.332,0.775,0.621,0.0,0.122,-7.634,0.295,0.15,118.843,50,spotify:track:6mevhNrcHqHgHgisXUNaqw
153,All Your Fault,Big Sean,224387,5,0,4,0.308,0.813,0.737,0.0,0.275,-4.395,0.22,0.545,100.041,44,spotify:track:3sPM57pMiIJnrB8K0Pds9G
154,I Don't Fuck With You,Big Sean,284387,1,1,4,0.0349,0.823,0.733,0.0,0.324,-5.474,0.0628,0.397,97.972,56,spotify:track:4qo0aBXSAj5WaXzpKzcXWj
155,Paradise - Extended,Big Sean,215440,8,0,4,0.0426,0.802,0.64,0.0,0.111,-5.506,0.279,0.22,127.976,46,spotify:track:5Z0C84Bheh6tWReHCUSwJ0
156,I Know,Big Sean,319973,1,1,4,0.329,0.744,0.332,0.0,0.116,-11.315,0.0745,0.277,119.997,49,spotify:track:4bwN8jyxfHmFFStSRy4F7h
157,Even The Odds (& Metro Boomin),Big Sean,226720,4,0,4,0.435,0.562,0.476,0.0,0.101,-12.155,0.246,0.185,144.2,45,spotify:track:5cHorcEr5z7GC0DjKxiWF1
158,Pull Up N Wreck (& Metro Boomin),Big Sean,227533,10,1,4,0.00806,0.49,0.44,0.00103,0.186,-7.76,0.353,0.091,173.095,58,spotify:track:7DuvVy7JfFgXwWlVzyyPys
159,Worldwide N*gga,Bobby Shmurda,189853,2,1,4,0.0324,0.614,0.587,0.0,0.0956,-5.263,0.126,0.279,168.261,43,spotify:track:3emnTmjlxRpnqwWN9RzG13
160,Hot N*gga,Bobby Shmurda,194147,9,1,4,0.0522,0.792,0.505,1.14e-06,0.055,-7.365,0.414,0.177,168.0,39,spotify:track:6gK0tRpmvPiiYY8YHnbtpf
161,Bobby Bitch,Bobby Shmurda,160133,3,0,4,0.0143,0.92,0.534,0.0,0.273,-8.155,0.415,0.803,130.778,36,spotify:track:17FDj9ZlIJeKBQLrpxImtS
162,Living Life,Bobby Shmurda,148427,9,1,4,0.0213,0.669,0.729,0.0,0.188,-8.107,0.288,0.486,168.15,50,spotify:track:6IEvn1ksSpWNEZHhkh1yzf
163,Voices in My Head,A Boogie Wit da Hoodie,142301,6,0,4,0.0555,0.754,0.663,0.0,0.101,-6.311,0.427,0.207,90.195,61,spotify:track:0Veyvc3n9AcLSoK3r1dA12
164,Savage,A Boogie Wit da Hoodie,169046,5,0,4,0.188,0.78,0.402,0.0,0.0597,-9.255,0.149,0.483,160.046,63,spotify:track:1srm5YnZiu7Ksnd2UTTmmk
165,Look Back at It,A Boogie Wit da Hoodie,179449,3,0,4,0.407,0.791,0.587,0.0,0.148,-5.075,0.0413,0.536,96.057,81,spotify:track:3Ol2xnObFdKV9pmRD2t9x8
166,4 Min Convo (Favorite Song),A Boogie Wit da Hoodie,257274,7,0,4,0.359,0.705,0.65,0.0,0.169,-5.654,0.212,0.658,91.053,63,spotify:track:5h66wqaGklsSa8eSxTwcJT
167,Slide (feat. Frank Ocean & Migos),Calvin Harris,230813,1,0,4,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,0.511,104.066,69,spotify:track:7tr2za8SQg2CI8EDgrdtNl
168,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,235973,4,0,4,0.152,0.722,0.79,0.0,0.0349,-4.867,0.241,0.434,94.965,57,spotify:track:0Ws8D3EWUDgY962Xftb0h5
169,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,229160,0,0,4,0.34,0.784,0.728,0.0,0.222,-4.549,0.0539,0.713,110.165,58,spotify:track:60APt5N2NRaKWf5xzJdzyC
170,Rollin (feat. Future & Khalid),Calvin Harris,272653,6,0,4,0.446,0.753,0.76,3.13e-05,0.182,-4.518,0.0859,0.657,91.953,63,spotify:track:0lMbuWUpfTWhEmOKxppEau
171,Prayers Up (feat. Travis Scott & A-Trak),Calvin Harris,204280,9,0,4,0.433,0.821,0.637,0.0,0.209,-4.276,0.161,0.778,86.01,58,spotify:track:4KaIJ1FWXUoAAnOts1YWjD
172,"Holiday (feat. Snoop Dogg, John Legend & Takeoff)",Calvin Harris,169693,6,0,4,0.472,0.836,0.769,0.00157,0.0804,-2.334,0.0773,0.585,103.991,56,spotify:track:08Wc3X7XNSyF8WYBPt2L8E
173,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,223413,11,0,4,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,0.872,101.018,76,spotify:track:5bcTCxgc7xVfSaMV3RuVke
174,Monster,Chief Keef,218567,0,1,4,0.0947,0.592,0.914,0.0,0.302,-0.975,0.0646,0.181,133.97,38,spotify:track:1RfeNdtlxPczgREx8w9eYN
175,Designer,Chief Keef,141401,1,1,4,0.0236,0.655,0.616,0.0,0.216,-1.834,0.0385,0.0418,130.123,31,spotify:track:3UxrzdYc4Cdo4DGoqoVF6K
176,Sosa,Chief Keef,201953,9,1,4,0.0415,0.635,0.802,0.0,0.0785,-2.057,0.0829,0.187,126.01,35,spotify:track:5LmEVLjcG8C7kecTBfGymV
177,Faneto,Chief Keef,206655,1,0,4,0.346,0.849,0.755,0.0,0.0564,-7.399,0.363,0.393,144.186,41,spotify:track:6J1SjVyNDzkZ3sF85Ndd3B
178,Laurel Canyon,Chief Keef,214014,1,1,4,0.159,0.733,0.376,0.0,0.32,-5.843,0.0937,0.0551,129.963,36,spotify:track:3bo5L1RozIPhXtzRExbYv1
179,Cappin,Chief Keef,196000,1,1,4,0.13,0.71,0.524,0.0,0.215,-10.988,0.157,0.305,120.009,26,spotify:track:3jxgiaD39Ql9u3aWKubpZ6
180,Unstoppable,Chief Keef,204706,10,1,4,0.14,0.809,0.552,0.0,0.13,-5.094,0.0783,0.399,136.041,29,spotify:track:4jmIwZC2akZj2qpbM95S0m
181,Superheroes (feat. ASAP Rocky),Chief Keef,241946,7,1,4,0.00617,0.682,0.552,0.0,0.159,-10.125,0.3,0.39,123.99,49,spotify:track:41SlwS8hYk7GWGScB1LWpR
182,I Just Wanna (feat. Mac Miller),Chief Keef,317846,1,1,4,0.0332,0.654,0.526,0.0,0.136,-7.591,0.423,0.384,120.019,46,spotify:track:1HXpDKleNbmMKgo2c3UOJn
183,Million$,Chief Keef,183111,1,0,4,0.105,0.626,0.687,0.0,0.125,-8.079,0.193,0.671,135.084,25,spotify:track:3B3kRhlD4iEpSbE2WZrh5t
184,Go Harder,Chief Keef,176800,7,1,4,0.00688,0.6,0.754,0.0,0.128,-5.454,0.074,0.768,145.036,23,spotify:track:7wuUxPcH5KjkjL8w8ggWN3
185,Wit It,Chief Keef,272286,6,0,4,0.0406,0.721,0.635,1.56e-06,0.178,-9.457,0.0744,0.329,111.976,26,spotify:track:09Y4E8I8Bif5vKawj2rot7
186,Get That Sack,Chief Keef,210462,2,1,4,0.206,0.685,0.609,0.0,0.0907,-8.111,0.271,0.532,130.128,25,spotify:track:4ZkqmI74w0BwrvC6nCJ8md
187,Semi On Em,Chief Keef,170685,1,0,4,0.0322,0.835,0.505,0.0,0.105,-9.139,0.363,0.356,135.0,30,spotify:track:7t0QvsaqvrsctFDwelufUP
188,Banger,Chief Keef,196494,1,0,4,0.0402,0.758,0.774,0.0,0.071,-6.44,0.252,0.609,129.773,23,spotify:track:18GeHoYdwbwnoxp87VUqiJ
189,Turn Up,Chief Keef,233875,1,1,4,0.211,0.707,0.54,0.0,0.134,-5.422,0.195,0.27,78.123,18,spotify:track:5FBzoFwcpawkdMyHpFJCko
190,Don't Lose no Load,Chief Keef,239126,1,1,4,0.219,0.688,0.468,3.5e-06,0.0992,-7.911,0.06,0.0952,135.998,19,spotify:track:6o5PoScCCBqYVmzYEUZZ0W
191,First Day of School,Chief Keef,166323,8,0,4,0.0952,0.726,0.7,0.0,0.092,-5.16,0.304,0.574,140.134,16,spotify:track:6LNqsOQzpK9cd7BTjziERY
192,Paper,Chief Keef,206943,1,1,4,0.0376,0.734,0.534,0.0,0.152,-6.256,0.113,0.189,116.132,15,spotify:track:3w91rjtSnWlyVaZgwsojeN
193,Baby Daddy Broke,Chief Keef,235756,8,0,4,0.0153,0.699,0.633,0.0,0.131,-8.159,0.111,0.234,140.079,17,spotify:track:7cFIfRypXpaaoEnusZ2qMk
194,Sumn Sumn,Chief Keef,199420,1,1,4,0.437,0.731,0.629,0.0,0.197,-5.789,0.0776,0.76,130.085,15,spotify:track:7qWawBIs9HT9PfMAW4HAWj
195,Start Pimpin,Chief Keef,178078,10,0,4,0.129,0.871,0.407,0.0,0.35,-9.415,0.486,0.405,123.906,18,spotify:track:6abpbw3s4743ONLCpD0WiD
196,Darker,Chief Keef,276037,11,1,4,0.0481,0.774,0.514,0.0,0.324,-8.097,0.363,0.48,139.945,18,spotify:track:2osOo7DTIICnIOlASoCXpc
197,Top In The Trash,Gucci Mane,230088,6,1,4,0.0577,0.733,0.681,0.0,0.454,-7.2,0.165,0.833,136.027,16,spotify:track:0mtnoS5wgW3lRZmonfMWN6
198,So Much Money,Chief Keef,361066,10,0,4,0.319,0.74,0.463,0.0,0.0946,-6.552,0.118,0.339,126.936,14,spotify:track:3MgY9nvwJ08ExwPYJhDLY5
199,Ticket,Chief Keef,188308,11,1,4,0.063,0.743,0.569,0.0,0.201,-6.56,0.0622,0.117,129.989,22,spotify:track:4suga5gILwvHHG6s5GCXpn
200,Bad (feat. Tadoe),Chief Keef,198857,1,0,4,0.00458,0.717,0.403,0.00183,0.0899,-8.701,0.151,0.146,140.034,23,spotify:track:41z3O7rriM0Oo65CFUGxur
201,Let Me See (feat. Tadoe),Chief Keef,185586,1,0,4,0.00338,0.724,0.702,0.0,0.22,-4.564,0.116,0.489,144.983,22,spotify:track:3gPMXriSzeo1Hw8j4CNM9S
202,Love Sosa,Chief Keef,246213,0,0,4,0.0361,0.772,0.413,0.0,0.111,-8.193,0.089,0.211,131.965,36,spotify:track:1jimNeQAt430ZbuvqfaNBi
203,I Don't Like,Chief Keef,293840,2,1,4,0.000634,0.742,0.844,0.0,0.0659,-4.622,0.0479,0.416,131.986,34,spotify:track:2XD0vzmXlDyy7bimv3iafl
204,Hate Bein' Sober,Chief Keef,280173,8,1,4,0.00435,0.82,0.47,0.0,0.141,-7.181,0.0458,0.313,132.003,34,spotify:track:2irPtQ90e6RhX7B2q7OPwa
205,Laughin' To The Bank,Chief Keef,227120,11,0,4,0.0537,0.728,0.836,0.0,0.442,-6.577,0.266,0.529,129.932,30,spotify:track:7dYCQT9WhWpH4ndVE1jQ5l
206,3Hunna,Chief Keef,208707,3,1,4,0.0451,0.696,0.688,0.0,0.363,-5.002,0.0419,0.266,122.026,32,spotify:track:2IvhWKxBkrvyyVrmOxDpa0
207,Finally Rich,Chief Keef,248827,9,0,4,0.0198,0.612,0.601,0.0,0.299,-9.429,0.315,0.599,133.034,33,spotify:track:6JXm7ZWtrHxzkguXs09Bkr
208,Citgo,Chief Keef,193547,10,0,4,0.595,0.675,0.486,0.0,0.1,-7.397,0.0482,0.414,140.073,33,spotify:track:07Ql2Qzqjf0Qg4vVJ5OiM4
209,Black Ops 3,Chief Keef,220440,2,1,4,0.0946,0.752,0.447,0.0,0.143,-8.075,0.31,0.271,98.026,16,spotify:track:6xqjFRaLlLnr4IrssKsP7s
210,Spy Kid,Chief Keef,173802,0,0,4,0.132,0.737,0.551,0.0,0.0756,-5.099,0.148,0.408,148.088,32,spotify:track:4jDrRNtoVWXWeyiA8SlBJP
211,II. Worldstar,Childish Gambino,244652,5,1,4,0.347,0.705,0.598,0.159,0.135,-9.684,0.141,0.229,119.985,58,spotify:track:79ADanDPMKL9FdjJmdtNj5
212,I. The Worst Guys,Childish Gambino,219740,5,0,4,0.0572,0.593,0.639,0.0,0.0622,-7.558,0.114,0.347,97.088,63,spotify:track:17wxjHNmOSstc6nVIe401T
213,II. Shadows,Childish Gambino,231746,1,1,4,0.0878,0.606,0.727,0.0301,0.332,-9.802,0.194,0.379,116.312,54,spotify:track:074OTSJiAus6qfpGKx3IJP
214,IV. Sweatpants,Childish Gambino,180675,1,0,4,0.154,0.71,0.47,0.0,0.643,-9.33,0.142,0.581,80.027,72,spotify:track:00GOPLxW4PGQuUYdPJh8K1
215,3005,Childish Gambino,234215,6,0,4,0.113,0.472,0.448,0.0,0.0914,-7.272,0.326,0.636,166.077,75,spotify:track:2ZltjIqztEpZtafc8w0I9t
216,NONSENSE,Comethazine,73846,8,1,4,0.0773,0.639,0.812,0.0,0.115,-4.113,0.0569,0.5,182.016,62,spotify:track:1h6OiyF7bf4jifbw1s7mVD
217,DEMAR DEROZAN,Comethazine,85714,8,1,4,0.289,0.689,0.777,0.0,0.104,-5.465,0.289,0.492,139.723,56,spotify:track:6dlikXSUYtmt2AviTTZuwZ
218,Location Remote,Curren$y,175707,1,1,4,0.0813,0.396,0.527,0.0,0.361,-9.258,0.306,0.167,78.848,47,spotify:track:6Winqb2Zb4ijvkdiwd0bmb
219,The Blow,Curren$y,151387,5,1,4,0.293,0.529,0.628,0.0,0.599,-9.687,0.333,0.717,71.182,45,spotify:track:5AksM0Q6GRF58aPZ1KGecO
220,New Thangs,Curren$y,143760,10,0,4,0.377,0.595,0.555,0.0,0.2,-9.227,0.198,0.742,78.558,45,spotify:track:532dcSo8ZGjxQwM2C3usPO
221,Saturday Night Special,Curren$y,208467,0,1,4,0.421,0.499,0.635,0.0,0.186,-10.019,0.343,0.463,74.826,44,spotify:track:4zjeLlSpk9lAdXRfcYPDaz
222,Now & Later Gators,Curren$y,153667,1,0,4,0.11,0.409,0.72,2.44e-05,0.181,-9.25,0.181,0.543,133.429,42,spotify:track:1leBreiEBq9Fz6wVZsXJYe
223,No Window Tints,Curren$y,100027,10,0,4,0.169,0.338,0.546,0.000104,0.488,-10.921,0.118,0.223,145.269,39,spotify:track:62twaLERWs9StBbsRb50wt
224,Willie Lloyd,Curren$y,162480,2,1,4,0.195,0.774,0.57,5.08e-05,0.438,-8.793,0.165,0.0657,123.024,45,spotify:track:0iwOtdhPYur2MuGMsTbVqn
225,Tapatio,Curren$y,173867,11,1,4,0.68,0.468,0.637,0.000222,0.119,-8.384,0.27,0.633,149.276,40,spotify:track:2AsYf2xEXUTmhW5iz9Rwdp
226,Bundy & Sincere,Curren$y,143012,1,1,4,0.0598,0.536,0.603,0.0,0.145,-9.921,0.0559,0.313,89.425,40,spotify:track:7dH8vCo5Q3U9BMfraAlwwP
227,INTRO,DaBaby,172800,0,0,4,0.0342,0.862,0.685,0.0,0.204,-7.699,0.242,0.672,100.024,79,spotify:track:77KMttn3Lic7ZQKDlPqp8v
228,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,136366,8,1,4,0.0794,0.816,0.582,5.84e-06,0.0916,-4.141,0.341,0.542,160.004,84,spotify:track:2FvD20Z8aoWIePi7PoN8sG
229,BOP,DaBaby,159715,11,1,4,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,0.836,126.77,93,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN
230,Rebirth / Hold On (feat. Child Actor),Deniro Farrar,358914,7,1,4,0.0386,0.498,0.478,0.000811,0.133,-12.114,0.0961,0.126,113.961,22,spotify:track:79q9NU6smiO0yWfpNY1b4Q
231,Burning Bills (feat. Lunice),Deniro Farrar,237777,6,0,4,0.122,0.568,0.875,1.03e-06,0.197,-10.947,0.189,0.602,107.039,13,spotify:track:0vJxlZrAdICA7X3xctT4Xz
232,Notice,Deniro Farrar,273365,11,0,4,0.115,0.726,0.764,0.00378,0.0912,-10.557,0.3,0.538,137.027,12,spotify:track:0dOFf9KWUJ8W1LFmVIt1LS
233,Bow Down (feat. Denzel Curry),Deniro Farrar,226577,10,0,3,0.0593,0.73,0.659,0.0,0.412,-9.837,0.0529,0.239,107.004,23,spotify:track:7eVVwpkBQ7iVlx48ramDQc
234,Two Tone Durag,Domo Genesis,116712,0,1,4,0.0254,0.479,0.897,0.0,0.0921,-3.141,0.447,0.739,178.352,32,spotify:track:6oVad5drpRMMgPkvvErVIW
235,Consecutive Normal Punches (feat. Buddy),Domo Genesis,125557,0,1,4,0.126,0.83,0.631,0.224,0.12,-4.949,0.296,0.358,129.021,40,spotify:track:64iGsv4HCPe1etCz0y3GvQ
236,Online,Domo Genesis,275520,1,1,4,0.36,0.645,0.938,1.36e-05,0.0974,-2.183,0.332,0.591,87.383,30,spotify:track:6IBP1YLMmgIa0Lrs4DLtQM
237,Facade Records,Domo Genesis,195351,3,0,4,0.0109,0.754,0.808,1.45e-06,0.0829,-4.238,0.194,0.657,85.982,31,spotify:track:3qZuUqkdZIIbG3CLFidV2c
238,The Motion,Drake,240957,4,0,4,0.371,0.631,0.788,0.000317,0.108,-7.142,0.102,0.544,157.769,66,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8
239,4pm in Calabasas,Drake,240218,4,0,4,0.115,0.743,0.66,0.0,0.101,-4.802,0.418,0.549,192.031,61,spotify:track:6C9SwoZ5OrxcvkntgA5t8s
240,5 Am in Toronto,Drake,205264,11,0,4,0.0678,0.555,0.88,0.0,0.0723,-4.325,0.265,0.391,87.195,60,spotify:track:0FnxK9FEAQyPJ284QcieNb
241,Behind Barz - Bonus,Drake,163121,8,1,4,0.769,0.854,0.554,1.84e-06,0.0749,-4.684,0.172,0.272,142.069,74,spotify:track:4B7fTyj1FIPvP9tT5X3DnR
242,Legend,Drake,241853,1,1,4,0.0269,0.712,0.563,0.0,0.0776,-7.573,0.071,0.299,100.093,69,spotify:track:1ID1QFSNNxi0hiZCNcwjUC
243,Energy,Drake,181933,11,1,4,0.38,0.748,0.571,0.0,0.534,-7.916,0.478,0.553,172.105,71,spotify:track:79XrkTOfV1AqySNjVlygpW
244,10 Bands,Drake,177733,11,0,4,0.262,0.825,0.757,1.72e-06,0.0762,-3.687,0.384,0.89,172.938,65,spotify:track:12d5QFwzh60IIHlsSnAvps
245,Know Yourself,Drake,275840,11,0,4,0.196,0.733,0.412,0.0,0.342,-8.687,0.225,0.179,114.413,68,spotify:track:5InOp6q2vvx0fShv3bzFLZ
246,No Tellin',Drake,310933,0,0,4,0.543,0.823,0.467,0.0,0.135,-10.394,0.301,0.618,95.024,62,spotify:track:2durxb17bXcmQJHSt8JAdO
247,Madonna,Drake,177840,2,1,4,0.0149,0.905,0.506,3.56e-05,0.371,-8.598,0.0588,0.122,110.017,58,spotify:track:4v7SAP4KD96BFLWiCd1vF0
248,6 God,Drake,180667,2,1,4,0.0248,0.859,0.623,0.0,0.125,-8.596,0.106,0.482,105.45,63,spotify:track:3a8tAZFJxlmBwOtrf5L1oC
249,Star67,Drake,294973,3,1,4,0.747,0.521,0.392,8.81e-06,0.198,-7.88,0.17,0.166,91.938,60,spotify:track:2mmUoyPxzbxehpfm1TpTRK
250,Preach,Drake,236973,11,0,4,0.165,0.605,0.511,8.95e-05,0.104,-8.094,0.475,0.379,65.256,61,spotify:track:1OHoBC4icbuNhpSxP400sv
251,Wednesday Night Interlude,Drake,212280,9,0,4,0.729,0.321,0.466,7.63e-06,0.215,-8.163,0.0512,0.194,135.089,58,spotify:track:6oLHyWvmk6bKrA91EIYZBp
252,Used To,Drake,268480,10,0,4,0.0703,0.926,0.427,0.00033,0.0818,-7.584,0.107,0.305,96.023,59,spotify:track:63p3Slj0shAFP0Q7dQetj5
253,6 Man,Drake,167653,4,1,4,0.217,0.812,0.535,0.0,0.114,-9.306,0.449,0.321,78.974,60,spotify:track:4kdfjhj9xNkYU0R8xlDy8k
254,Now & Forever,Drake,281320,10,0,4,0.124,0.555,0.481,0.0,0.101,-7.419,0.0322,0.0981,107.806,59,spotify:track:4zLOwx1yRJXWkHKt1XzF1p
255,Company,Drake,252640,7,1,4,0.0403,0.651,0.55,0.0,0.165,-8.216,0.0496,0.119,107.571,62,spotify:track:6ImxYXeLDQPIv4qo7bMhSk
256,You & The 6,Drake,264907,3,1,4,0.166,0.574,0.476,0.0,0.129,-7.444,0.282,0.223,154.531,57,spotify:track:2YaDRtIlQiZ5WDDB2YuEOC
257,Jungle,Drake,320400,7,1,4,0.618,0.69,0.235,0.000144,0.107,-8.651,0.0541,0.378,99.906,70,spotify:track:7JXZq0JgG2zTrSOAgY8VMC
258,6PM In New York,Drake,283307,5,1,3,0.107,0.554,0.849,0.0,0.155,-4.154,0.25,0.386,128.428,55,spotify:track:5mZJwWdxAOR4xUvSGZvvMU
259,Free Smoke,Drake,218674,10,0,4,0.0681,0.736,0.491,0.0,0.571,-6.892,0.439,0.203,141.979,65,spotify:track:05KOgYg8PGeJyyWBPi5ja8
260,No Long Talk,Drake,149569,10,0,4,0.0671,0.913,0.608,0.0,0.533,-6.839,0.234,0.578,97.063,61,spotify:track:6CfrYuD3YRDYdYvH9jNtXY
261,Gyalchester,Drake,189230,1,1,4,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,0.122,131.018,70,spotify:track:6UjfByV1lDLW0SOVQA4NAi
262,KMT,Drake,162638,1,1,4,0.0189,0.875,0.6,0.0143,0.132,-6.818,0.0435,0.0906,119.987,64,spotify:track:2jTujnt0y344ai1rNOywgr
263,Tuscan Leather,Drake,366400,6,1,4,0.115,0.597,0.679,0.0,0.231,-5.401,0.39,0.3,79.95,51,spotify:track:4MOy68Xuz84lkfu1NQH6Bg
264,Started From the Bottom,Drake,174133,8,1,4,0.0328,0.794,0.522,0.0,0.156,-7.829,0.159,0.567,86.318,51,spotify:track:5bm0CcD5R9Nj04QbMvwugt
265,Wu-Tang Forever,Drake,217680,8,0,4,0.0474,0.832,0.427,0.0,0.101,-8.516,0.257,0.369,99.935,50,spotify:track:7J8g9TwJYxmO0Xy3L916er
266,Worst Behavior,Drake,270187,9,1,4,0.158,0.779,0.799,0.0,0.209,-6.359,0.15,0.414,109.944,50,spotify:track:0MmqaSn9dzP5GHxZ933V4l
267,Furthest Thing,Drake,267373,9,0,4,0.147,0.484,0.78,0.0,0.057,-5.264,0.135,0.271,137.101,51,spotify:track:6E1ILfm6wNkA6kautk3mQP
268,The Language,Drake,224013,1,1,4,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,0.502,120.064,49,spotify:track:4yQqhoEeRcsMfr7tqEea7f
269,Pound Cake / Paris Morton Music 2,Drake,433800,2,1,4,0.139,0.521,0.762,1.11e-05,0.114,-6.75,0.534,0.264,164.289,51,spotify:track:7EAI848gzAJpFsEmk6Wi3c
270,All Me,Drake,270867,1,1,4,0.0705,0.67,0.515,0.0,0.25,-6.977,0.397,0.422,122.006,67,spotify:track:7y911sqgHGHcyU4ivapjwi
271,Nonstop,Drake,238614,7,1,4,0.0164,0.912,0.412,0.013,0.104,-8.074,0.124,0.422,154.983,82,spotify:track:0TlLq3lA83rQOYtrqBqSct
272,Mob Ties,Drake,205147,4,0,4,0.0456,0.755,0.575,0.00124,0.276,-8.393,0.0678,0.49,85.987,74,spotify:track:7rC5Pl8rQSX4myONQHYPBK
273,Talk Up (feat. Jay-Z),Drake,223240,11,1,4,0.00359,0.758,0.49,6.61e-06,0.292,-9.877,0.139,0.335,140.116,63,spotify:track:4ksuI04WMvUnJbHQjgs3L5
274,Blue Tint,Drake,162800,7,0,4,0.013,0.888,0.372,0.0,0.184,-10.254,0.358,0.123,133.998,67,spotify:track:4n1bdaKwynQndm47x5HqWX
275,Best I Ever Had,Drake,257690,1,1,4,0.19,0.395,0.922,0.0,0.134,-2.176,0.375,0.558,162.361,65,spotify:track:3QLjDkgLh9AOEHlhQtDuhs
276,HYFR (Hell Ya Fucking Right),Drake,206627,7,0,3,0.123,0.444,0.627,0.0,0.0795,-8.744,0.252,0.359,98.21,68,spotify:track:0m1KYWlT6LhFRBDVq9UNx4
277,Weston Road Flows,Drake,253533,1,1,4,0.0635,0.623,0.74,0.0,0.366,-6.945,0.307,0.351,82.874,59,spotify:track:4PA16FAl8LPmFmOhARawdV
278,Grammys,Drake,220427,1,1,4,0.00163,0.676,0.432,3.93e-06,0.0799,-9.51,0.502,0.12,145.869,61,spotify:track:5e574bhjycX1eH2l4Auage
279,Hotline Bling,Drake,267067,2,1,4,0.00261,0.891,0.625,0.000176,0.0504,-7.861,0.0558,0.548,134.967,77,spotify:track:0wwPcA6wtMf6HUMpIRdeP7
280,Digital Dash,Drake,231231,2,1,4,0.00296,0.881,0.546,4.72e-06,0.226,-7.566,0.12,0.276,140.032,62,spotify:track:0GR7iJLhj80KD5LkA14ZRn
281,Big Rings,Drake,217707,8,0,4,0.00196,0.776,0.675,0.0,0.227,-6.224,0.266,0.271,131.984,63,spotify:track:7jslhIiELQkgW9IHeYNOWE
282,Live From The Gutter,Drake,211643,7,1,4,0.0369,0.823,0.49,1.16e-06,0.0807,-8.391,0.429,0.307,165.949,59,spotify:track:2uTG00P1DkhB97pdITkl2O
283,Diamonds Dancing,Drake,314632,1,1,4,0.125,0.467,0.358,3.73e-05,0.111,-10.847,0.0497,0.166,136.02,62,spotify:track:2AGottAzfC8bHzF7kEJ3Wa
284,Scholarships,Drake,209288,0,0,3,0.0966,0.556,0.416,1.19e-05,0.1,-9.319,0.369,0.256,83.726,61,spotify:track:0B5OTb36fzLayn6XQHg5A1
285,Plastic Bag,Drake,202085,1,1,3,0.0104,0.845,0.479,1.84e-06,0.157,-6.065,0.299,0.349,170.921,59,spotify:track:76kyKtPLsFbQkdQ86QrkF4
286,I'm The Plug,Drake,180000,5,1,4,0.000377,0.828,0.55,0.0016,0.133,-9.158,0.252,0.25,160.016,58,spotify:track:6bqtKURdSWkInAJHDkuaL0
287,Change Locations,Drake,220862,0,1,4,0.0207,0.788,0.328,2.53e-06,0.118,-9.991,0.392,0.213,137.85,57,spotify:track:4gowy3WT6D1yhMLgRBlf9C
288,Jumpman,Drake,205879,1,1,4,0.0563,0.852,0.553,0.0,0.332,-7.286,0.187,0.656,142.072,75,spotify:track:27GmP9AWRs744SzKcpJsTZ
289,Jersey,Future,188703,5,0,4,0.509,0.758,0.526,0.000467,0.0913,-10.81,0.255,0.312,146.054,62,spotify:track:2ACys0pX0SjmpQmQWzp7wt
